Comments,Like,Dislike,User
준비안된 인간이 갑자기 대통령된 느낌? 밥숟가락 들고 있다가 남의밥 훔쳐먹는 느낌? 좌파시민단체 간사가 대통령이된 느낌? 거 참 느낌 드럽네! 이제 잘뽑자!,308,5,kty1****
"국익과 국민을 위해 쓰라고 국민에게 부여받은 권력으로, 중국과 북한 앞에만 서면 철지난 좌파적 종속적태도로 스스로 작아지고 옹색해지고 , 동맹국 미국과 일본 앞에만 서면 우쭐하고 목소리가 커지고 국익에 반하는 행동을 하는 엉뚱한 지도자는 그 자격을 이미 상실했다. 대한민국의 대재앙.",183,3,anad****
"백신 확보 세계 최빈국으로 전락시킨 선견력 없는 무능,북한ㆍ중국 앞에만 서면 입 닫고 작아지는 몽상외교 끝장내고 국격 되찿으려면 무능 문 정권 교체해 끝장내는게 답이다...",171,2,ha18****
강자앞에 대가리 조아리면 강자는 더욱 날뛰고 약자를 무시한다.문가놈 짱깨에 할말못하는건 북괴개정은 때문인데 결국 대한민국 을 짱깨에 볼모잡힌꼴이다.중국몽.? 기가막힌다 혈맹북괴라고 시진핑놈 앞에서 대가리 조아리고 우리혈맹 미국은 외면하는 나쁜정치하는 문재인 이런놈을 빨리 몰아내야지,25,0,skyl****
존나 개무능한 문재앙과 더불어더러운민주당 180 마리의 세금기생충들은 대한민국의 수치고 절대 되풀이해서는 안될 더러운 역사다,23,0,mf86****
문재인. 이 xx가 나랏꼴 다 망쳐놨어. 이놈 대가리는 소대가리 가 맞어.,20,1,srma****
중국 외교부장 왕이따위가 문재앙 어깨를 툭툭치며 마치 아랫사람 대하듯 하는데도 좋다고 헤벌쭉 대는 쩝쩝이...,17,0,leec****
A4 아니면 대담도 할 수 없고 외국 정상들 사이에는 꿔다논 보리자루 처럼 오뚜기가 되는 그분이 무슨 미래를 내다보는 능력이 있겠습니까 그저 실실 웃으면 능럭인줄 아는 무능한 그분이죠 그래도 지 흉 보는건 끝까지 보복 하데요,11,0,adwe****
"논리와 국가 자존심에 하나 벗어나지않는 좋은 논설,강주필님 감사드립니다.속이 시원합니다.",9,1,wit2****
한때 일본의 사회당이 정권을 잡아 나라 곳간을 거덜냈다. 온나라를 편가르기 분열로 찢어 놓았다. 그런 과정을 통해 일본은 지금 좌파가 절대로 발을 붙일 수 없는 나라로 변했다. 왜 그런지 굳이 묻지 않아도 한국 좌파들이 하는 꼴을 보니 명명백백하게 알것 같다. 대한민국은 ? 미래 세대의 명운이 걸려있다. 제대로된 선택을 하자 !!!!! 제발.,8,0,9sta****
오직 답은 하나 뭉가를 끌어내고 그 일당들을 척살하고 중공과 북괴에 당당히 대항마고 미국과 동맹을 강화하는 길 만이 우리의 살길이다,8,0,dala****
말해 뭐하나요? 중국덕에 당선됐고 북한이 이상향인데...,8,0,nymr****
100% 공감합니다. 문보유국이라고 떠드는 넘들은 이글에 대해서 근거없이 까지만 말고 논리적으로 반박을 한번 해봐라.,8,1,golu****
오랜만에 좋은글 잘봤어요..문재인 보유국 참기 힘드네요,8,1,real****
역대 최악 무능정권이다.,7,0,qkrr****
문재앙은 또라이 입니다,7,0,line****
문재앙에 지난4년을보면 북북북. 중중중. 하다가 최고의 우방인 미국을 배척학고 중국몽만 외치다 국제적 고립을 자처하는 우를 범했다--!! 코로나로 이 엄중한 시기에 전통 우방인 미국에 노선에 어긋나는 정치적 실언을 일삼고 국익에 반하는 역적질을 서슴없이. 저지르고 있다 이게 정상적인 국가 지도자가 할수있는 정치적 발언인지 아연실색한다 !! 해서 대한민국은 앞으로. 철대로 좌파가 정권을잡으면 안된다는 것을 문재앙에 정치실정으로 국민들은 잘보고 배웠다 !!,520,13,sept****
"어째튼 지난 4년간은 대한민국은 베트남보다 훨씬 못한 비겁하고 형편없는 국가였다. 국가의 자존심과 국격이 여지없이 땅에 떨어졌다. 소위 동맹이라는 미국에는 배신에 가까운 행태를 보였고, 일본에는 어깃장을 사사건건 놓았고, 북한과 중국에는 강아지 같은 비굴한 행동을 서슴치 않았다. 국제적으로 좀 살기는 하지만 믿을 수 없는 국가, 쫌생이 나라의 이미지를 주어 무시해도 입을 헤벌레 벌리는 바보같은 나라가 되었다. 정신이 바로 박힌 지도자 한사람이 얼마나 중요한지를 이제 대한민국 국민은 비싼 수업료를 지불하고 난 지금 깨달아 다행이다.",389,6,etk5****
준비안된 인간이 갑자기 대통령된 느낌? 밥숟가락 들고 있다가 남의밥 훔쳐먹는 느낌? 좌파시민단체 간사가 대통령이된 느낌? 거 참 느낌 드럽네! 이제 잘뽑자!,308,5,0165****
"국익과 국민을 위해 쓰라고 국민에게 부여받은 권력으로, 중국과 북한 앞에만 서면 철지난 좌파적 종속적태도로 스스로 작아지고 옹색해지고 , 동맹국 미국과 일본 앞에만 서면 우쭐하고 목소리가 커지고 국익에 반하는 행동을 하는 엉뚱한 지도자는 그 자격을 이미 상실했다. 대한민국의 대재앙.",183,3,paul****
"백신 확보 세계 최빈국으로 전락시킨 선견력 없는 무능,북한ㆍ중국 앞에만 서면 입 닫고 작아지는 몽상외교 끝장내고 국격 되찿으려면 무능 문 정권 교체해 끝장내는게 답이다...",171,2,lee0****
강자앞에 대가리 조아리면 강자는 더욱 날뛰고 약자를 무시한다.문가놈 짱깨에 할말못하는건 북괴개정은 때문인데 결국 대한민국 을 짱깨에 볼모잡힌꼴이다.중국몽.? 기가막힌다 혈맹북괴라고 시진핑놈 앞에서 대가리 조아리고 우리혈맹 미국은 외면하는 나쁜정치하는 문재인 이런놈을 빨리 몰아내야지,25,0,jsn5****
존나 개무능한 문재앙과 더불어더러운민주당 180 마리의 세금기생충들은 대한민국의 수치고 절대 되풀이해서는 안될 더러운 역사다,23,0,twin****
문재인. 이 xx가 나랏꼴 다 망쳐놨어. 이놈 대가리는 소대가리 가 맞어.,20,1,qaz5****
중국 외교부장 왕이따위가 문재앙 어깨를 툭툭치며 마치 아랫사람 대하듯 하는데도 좋다고 헤벌쭉 대는 쩝쩝이...,17,0,biog****
A4 아니면 대담도 할 수 없고 외국 정상들 사이에는 꿔다논 보리자루 처럼 오뚜기가 되는 그분이 무슨 미래를 내다보는 능력이 있겠습니까 그저 실실 웃으면 능럭인줄 아는 무능한 그분이죠 그래도 지 흉 보는건 끝까지 보복 하데요,11,0,wym7****
"논리와 국가 자존심에 하나 벗어나지않는 좋은 논설,강주필님 감사드립니다.속이 시원합니다.",9,1,dodo****
한때 일본의 사회당이 정권을 잡아 나라 곳간을 거덜냈다. 온나라를 편가르기 분열로 찢어 놓았다. 그런 과정을 통해 일본은 지금 좌파가 절대로 발을 붙일 수 없는 나라로 변했다. 왜 그런지 굳이 묻지 않아도 한국 좌파들이 하는 꼴을 보니 명명백백하게 알것 같다. 대한민국은 ? 미래 세대의 명운이 걸려있다. 제대로된 선택을 하자 !!!!! 제발.,8,0,gari****
오직 답은 하나 뭉가를 끌어내고 그 일당들을 척살하고 중공과 북괴에 당당히 대항마고 미국과 동맹을 강화하는 길 만이 우리의 살길이다,8,0,nice****
말해 뭐하나요? 중국덕에 당선됐고 북한이 이상향인데...,8,0,esm3****
100% 공감합니다. 문보유국이라고 떠드는 넘들은 이글에 대해서 근거없이 까지만 말고 논리적으로 반박을 한번 해봐라.,8,1,7301****
오랜만에 좋은글 잘봤어요..문재인 보유국 참기 힘드네요,8,1,anfs****
역대 최악 무능정권이다.,7,0,sikt****
문재앙은 또라이 입니다,7,0,cbs6****
중국 걱정할거 뭐 있나? 집값폭등으로 대한민국은 소멸열차위에 올라탔다. ??정의로운 세상 만든다더니 정권잡고는 집값폭등시켜 지지세력 벼락거지 만든 정권 용서가 되십니까? 집값정상화 시민행동 네이버카페로 오십시오. ??부동산 적폐의 몸통을 고발하는 청원입니다. https://www1.president.go.kr/petitions/59702,17,1,13ca****
인도 중국 세계에 도움이 안되는 나라들.. 무식한 것들이 인구만 많아.,12,3,tuss****
즈그 국민이 몇명인지도 잘 모르는 덜떨어진국가?,8,0,moli****
중국 인구가 줄어들어야 인류와 지구에게 축복이다.,5,0,reve****
인도.중국 인구 좀 줄이자,2,0,qjat****
어찌 믿나?중국 공산당의 거짓말들...!!아카데미 감독상의 ...이전 인터뷰처럼...모든게 거짓말 투성이다...중국과의 교섭은...신중.신중 해야 한다...,1,0,kimh****
인간이라 할만한 것들은 몇명없잖아?,1,1,ca00****
중국도 저출산이 심각하구나..잘된 일이야.. 중국은 인구가 줄어야 한다.. 그리고 최근 인도도 코로나 확진자가 수십명씩 늘고 사망자가 계속 늘어나고 있다.. 중국.인도 이 두 나라는 인구가 줄어야 한다,0,0,ca00****
올여름 대홍수나 맞을 준비해 중국은 작년보다 3배 더많은 비가 내릴 것입니다,0,0,caor****
인도한테 질수없다 더 열심히 하자고 중공이 독려하겠네,0,0,zzan****
구라 까네 ㅋㅋㅋ 코로나 ㅈㄴ 죽어 놓고 ㅋㅋㅋ,0,0,dino****
14억 깨진거면 인구증가율 포함해서 코로나로 5000만 넘게 삭재됬다라는건데......,0,1,777m****
전쟁나면 중국을 지구상에서 냘려버리자~,105,13,seol****
근대사에 두가지 예가 있다 ....하나는 한국동란......또하나는 베트남 전쟁 ...당시 비교로 베트남은 분단 한국에 비해 모든면에서 월등한 선진국....결과는 전혀 예상과 다르게 나타낫지 .. 한국은 중국의 물량공세까지 받아 내면서도 미 민주당의 반대에도 불구하고 이정도의 나라라도 지켜냇고 ...지도층의 무능과 이적행위..국민의 분열을 장착한 베트남은 베트콩에게 함락 당햇다 ...,38,5,zzan****
선제 때리는 순간 수천년 5호16국 시대 각오해야,24,1,zzan****
미쿡 겸손하네,20,3,kims****
중공놈들은 붙어보면 안다 빈깡통이란걸,5,0,kumd****
미국이 80%전력 쏟으면 세계정복이다 ..장난하나..,7,3,tter****
힘들게싸우지말고 대만을 통채로 미국으로 옮겨버려,6,2,top7****
오늘 전쟁좀 하면안되냐? 아시아 불바다가자,3,0,cwma****
중국? 미국이랑 전쟁하면 아마 지구상에서 없어져버릴껄~,3,0,pok_****
미국이 전쟁에서 완전한 승리를 한적 있나요 . 적당히 하고 빠지는게 주특기 아닌가요,3,1,than****
지금 미국이 중국 꼬시는거지.,2,0,mmmm****
미국혼자서도 이기긴하자나.. 우방국들 모이고 본토 치면 되자나... 아예 지구에서 없어지도록..,2,0,minn****
"근대사에서 중국이 다른나라랑 붙어서 크게 재미본적이 없어 청일전쟁,아편전쟁은 말할것도 없고 월남전 끝나고 베트남이랑 한번 붙었다가 개망신당한적도 있고 ㅋ",2,0,yyd6****
전쟁터가 한반도가 아니게 되서 정말 다행이다 대만인들에게 나는 정말 나쁜 인간이 되었군 미안하다,2,0,i2us****
중국만 대만이 접수하면 저 김씨 북조선 정권도 무너진다. 그래야 지겨운 북조선과 청나라 시대도 끝난다.,2,0,nox4****
참담하긴? 좋은일이지,528,3,shin****
짱게는 없어져야 한다..그래야 지구가 건강해진다,115,6,cowp****
미신고자가 몇명인데ㅋㅋ 그 넓은 땅덩이 관리가 된다고 생각하니? 중국인구는 현재 최소 20억임,103,19,dram****
너네가 잘하는 신생아공장 만들어라. 인간도 자동화로 찍어내면되지 ㅋㅋ,33,3,9045****
"2위와 초격차로 OECD 출산율 압도적 최하위를 달리는 대한민국이 할 말은 아닌거같소만... 일본 보다 훨씬 심한 워스트 케이스로 초고령화 사회를 향해 달려가고있는 대한민국의 30년 뒤 경제활력은 암담하고 처참할게 명약관화 ㅠ 몇년 전 까지만 해도 성장률 7프로 씩 나오던 것의 관성으로, 그리고 반도 유사 이래 가장 성공한 삼성 같은 집단에서 멱살잡고 캐리 중이어서 비교적 잘 나가는 것을 가지고 안이하게 생각한다면, 국운을 재촉하는 큰 착각이 될 것",17,1,wind****
그래도 지구에 중국인이 너무 많은 거 같다.,6,0,ksjk****
지구를 살리는길이다..,6,0,kimy****
"씨를 말려야 함..세계 악의 축, 바퀴벌레같은 종족!",5,1,susu****
공산당에 충성하고 민주화도 이룩하지 못한 중공과는 멀직히 거리를 두고 항상 경계해야한다. 중공을 따라하고 존경하는 문정권 역시 거리를 두어야하고... 심판해야한다,4,0,jkt8****
중국 걱정 말고 우리나라 걱정이나 해라 우리가 더 심각하다,4,0,simp****
중국인구는 14명이 적정인구다.,4,0,leed****
짱깨들 제발 싹다그냥 에휴 말해뭐해,4,1,xyx6****
중국은 더 많은 인구 감소가 필요하지. 중국 내 뿐만 아니라 해외 시골 구석구석 중국 사람 없는 곳이 없다. 미국 메인주 깡촌 시골에서도 오클라호마 작은 마을에서도 중국인들 살고 있더라. 완전 신기했음.,3,0,park****
인류의 암적존재가 줄어든다는데 뭐가 문젠가,3,0,onon****
아시아경제 중공자본인가요?? 별 쓸데없는 걱정을 하네요 중공인구가 지금보다 절반으로 줄어도 어느 누구도 슬퍼하지않아요 그깟순위 좀 내려가면 어때요????,2,0,shru****
지구에는 축복일세 ㅋㅋㅋ,2,0,zksv****
중국기사좀.치워,2,0,1stc****
남 걱정할때냐? 우리나라출산은 더심각해 대깨들만 걱정해라 그냥 분리해서 중국 속국으로 편입해,2,0,appl****
베이징이 최고의 낙하포인터네... 위성이 주인한테 가야지...그게 맞지...,280,2,hial****
경제에있어서 중국과 갈라서면 힘든건알겠지만서도 진짜 극혐짓거리만 골라서하니 싫어하지않을수가없다,79,3,wtk1****
베이징으로 떨어져라. 니들이 싼 똥은 니들이 치워야지,64,2,wpgb****
지구어디에서도 민폐짓 안하는데가없네 지구가편하려면 중국이 사라져야한다,58,0,k256****
어휴 민폐도 버라이어티하네,43,0,swor****
진핑이: 한국으로 떨어지게 하라 재앙이는 내 꼬봉이라 암말도 못할것재앙: 예 형님 상관없슴다 훠훠,6,0,seok****
지금 미국과 손잡고 중국을 제재하면 10년이 힘들겧지만 이대로 중국이 커지면 우리 후손들 100년은 고통 받고 살것이다 그냥 우리대에서 힘들고 끝내자 또다시 사대조선시대가 되게 하지 말자,5,1,wow7****
제발 진핑이 머리 위로,4,1,sdu2****
출발한 곳으로 돌아가길????,3,0,jeno****
제발 차이나 본토에털궈져라,3,0,jesj****
중국을 박멸해야 지구가 산다,3,0,chun****
뉴욕에 떨어지면 중국은 끝,3,0,paso****
북경에떨어져야맞지? 다른나라에 떨어져피해주는건 용납못하지!,3,0,afen****
시진핑 머리 위로 낙하하면 딱이네 그 옆에 혼밥 문재인 선생 까지 있으면 금상첨화죠,3,1,youn****
뉴욕 떨어져서 미국이 중국개박살 내길 기원합니다,2,0,leno****
이 일과 코로나를 계기로 삼아 중국을 지구에서 삭제하자,2,0,jme6****
뉴욕으로 떨어지면 골때리는 상황 나오겠네... 완전 개 민폐국..,2,0,wnsr****
중국은 여러종류로 나눔 하네요 ~ 코로나.미세먼지.쓰레기김치.가짜음식. 이제는 우주쓰레기까지?,2,0,nobl****
하여간 지구에서 민폐란 민폐는 다 얘네들이냐?,2,0,a127****
베이징으로 떨어져야 하는데 그렇치 않으면 토교로,2,0,wint****
"하나의 중국은 니네 원칙이고 짜앙개들아, 미국은 미국의 원칙이 있지 않겠니? 바꾸어 보면 내정간섭이네. 주불 미국 대사가 누구를 초청하든 그게 왜 너희가 관여할 일이냐?",30,0,back****
"하나의 중국 = 주변 소수민족과 약소국을 두들겨패서라도 편입시키겠다는 정책. 히틀러, 스탈린, 도조히데키, 시진핑. 죄다 똑같은 놈들이다.",22,0,loui****
대만이 싫다는데 뭔 하나의 원칙이야,10,0,st85****
짜장이 화내는 일은 인류에 도움이 되는 일임.,5,0,gtrd****
바보냐?? 하나의 원칙인지 개소린지는 너희네 주장이지 다른 나라들이 그걸 들어줘야할 이유는 없잖아?? 미국이 너희꺼냐??,4,0,6408****
"하나의 중국원칙, 대찬서 자유롭고 정의로운 자유중국중심으로 바퀴벌레 중공 초강력 살충제로 다 죽이고! 중공 인민들이 자유로운 민주주의를 쟁취하는 그날까지, 중공 죽여라!",2,0,pokp****
나는 공산당이 싫어요.,1,0,kale****
짱깨의 원칙은 짱깨나 지키는 거지. TAIWAN NO.1,1,0,hk68****
"인구수만 적었어도 깡패짓 못할텐데, 그나라에 그 인민들.. 나라 구성원의 국민성과는 별개로 인구수만으로 저렇게까지 깡패짓 할수있는게 정말... 아쉽다..",1,0,tkd8****
미국이 영악한게 중국단교 대만수교는 절대로 안하는중,0,0,glob****
하나의 중국 좋아하네.침략의 중국이다.사냥개보다 못한 양아치 깡패집단.,0,0,scur****
중국 너네들 이제 아웃이야,0,0,blue****
계속해서 중국을 자극해라 자극해서 명분만 얻어내라 그리되면 그 날로 중국은 미국한테 멸망당하는 날일테니,0,0,hs31****
중국공산당과 공산당의 하수인에 불과한 짜장면들은 그냥 국제적으로 왕따시켜야 함. 대만이야말로 진정한 중국이다. 타이완 NO.1,0,0,john****
대만도 어찌보면 불쌍하다.,0,0,sime****
랴오닝함 중국함사이로 미국함정 돌파하는거 속시원하더라.,18,0,alsw****
일베아재들아 바이든은 노망난 친중이라매 우째된기노?ㅋㅋ,17,3,says****
시원하게 함 전쟁해라 중국 근래 전쟁 안겪어봤잖아 ㅎㅎ 함 쏴라~,5,0,ja_u****
바이든 파이팅!,4,1,daeh****
바이든=시진핑=문재인 이라던 노인들 다 어디갔지... 미대선때 겁나 많았는데 ㅋㅋㅋㅋㅋ,2,2,db63****
중국은 다른나라 영해 침범해서 자기것처럼 해양자원 털어가더니 미국에도 그런식으로 해봐라,1,1,hss8****
바이든 친중이라고 딱딱 거리던 틀니들 다 디짐?,0,0,heav****
대만에 미군기지 주둔 환영합니다,0,0,ging****
중국놈 이어우대변인 뭘 몰라서 할소리? 중국 고기잡이 배나 바다로 나돌지 말아 한국 일본 필리핀 말레이시아 호주 가운데 바다로 나돌지 말라구~~아시아 동맹국가들의 바다로 나돌구 뭐가 어쩌구 어째? 미국의 동맹국가 아시아 바다라구 중국이 활가활부할게 아냐? 중국인들이 더 불편해 이어우대변인은 중국 시민버릇이나 단속해? 한국 앞바다까지와서 천안함 북침하고 조용히 고기나 잡는 배가 수상해? 한국 단속국을 꼬쟁이로 막 찔려대구 잡은 고기배에 물을 가득채워 얼어서 통통하게 살찐걸해 바가지 요금 사기치구,0,0,qort****
광케는 그마가리좀 쳐 다물라.,0,0,miny****
짱깨~ 느덜이 전 세계 휘젓고 다님~ 언제 어디서든.. 똑같은 상황에 처할거얼~ 그건 또 아주 당연한거얌~!! ㅎㅎㅎ,0,0,bebo****
꼬우면 쏘던가 ㅋㅋㅋㅋ 쫄리냐? ㅋㅋㅋㅋㅋ,0,0,jhme****
말로만 하지 말고. ㅎㅎ,0,0,ehda****
바이든 됬다고 환호하던 중공애들 이미지 아직도 뇌리에 박혀있는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,judy****
용기있음 쳐봐~ ㅋㅋ DG도록 맞아야 서열 정리되지,0,0,blue****
호주도 이제 정신 차린거지. 문재인이는 뭐하고 있는지.. 절라 쪽 팔리고 수치스럽다.,29,2,rio0****
이런거 보면 문죄인 정말 어느나라 대통령인지 의심스럽다 ㅉ,3,0,ahi7****
호주가 중국공산당을 제대로 파악하고 대처하고 있네요. 문재앙은 중공의 딱갈이.,3,1,yosu****
북중이 먼저다 --북죄인--,0,0,scol****
중국과호주는 왜 흔들린 우정이 된거지..,0,0,shon****
재검토가 아니라 당장 철회해라 모두,0,0,macd****
여기 문재인 대통령 욕하시는 분들 멈추세요!! 그러다 고소당해요!!,0,0,hand****
중국은 돈으로 현혹하지 꼭 사채업자들이 하는행동들하고 똑같네.,0,0,jeon****
호주가 시작인거지.,0,0,top5****
이렇게 눈에 띄게 공산당개입 막고있는 모습을 보면서 느껴지는게 없는지 정말정말 궁금한 현 정부와 최문순..,0,0,macx****
한국도 탈퇴해야지?,0,0,haro****
"빌려주고 돈 받고 계약쓰고, 지금 재검토라는 새끼들도 나쁜 놈들이지.",0,4,hard****
"가해자는 활개치고 다니고, 피해자는 고통 받아야하는 상황",476,15,ylee****
제주도를 갔는데 짱깨 무리들이 들쑤시고 다니더라 놀라운 정부다 미친나라,248,23,kns6****
중국인 입국 막아라 오염원은 원천차단이 답이다. 일본 제대로 검사하면 하루 수만명 확진이다.,102,7,ball****
하여간 중국 놈들 참 지겹다...,68,5,judi****
신이 보호해 준다고 서로 마스크도 안하고 부비부비 하더니..... 결과는 과정이 만든다..,41,5,grac****
인류의 적. 중공이 부디 자연재해로 자멸하게 해주십시요.,11,0,jiki****
중국은 지구상에서 사라져야할 민족,9,2,ddon****
저둘국가 인구절반만 사라져도 지구환경이 좋아질것데~~~덤으로 일본들좀 ~~~,7,0,cjsk****
"코로나는 한달만 셧다운하고 환자외 해외입국자 분리만 하면 사라진다. 그걸 뉴질랜드와 중국이 보여줬는데 강력한 봉쇄, 격리 조치를 못하니 계속 갈 수밖에 없다",7,1,bars****
호주가 잘하는거지 우리나라 포함 섬나라가 코로나 확산을 못잡는건 정부의 무능함 탓이다,6,0,park****
우한 폐렴이라 칭하자,6,1,radi****
우리정부와 민주당은 도대체 뭐하냐???맨날 K방역이니 선진국이니..말만 앞서지 말고 제대로 좀 해라...그러니 맨날 국짐당한테 발목 잡히는거 아니냐....말잔치만 하지말고 제발 결과로 보여줘....이런 식이면 전 정권이랑 뭐가 다른거냐???부동산도 대북 관계도...방역도...솔까 다른 당이 싫어서 민주당 찍었지만...그넘이 그넘이라는 생각이 든다..요즘은...,6,2,smue****
오지마라. 니들 나라에서 돌아댕겨 제발~,4,0,leem****
중국 북한은 확진자수 절대 못믿음 조작이지 저걸 어케믿냐.. 실제 중국 확진자수 미국 능가할걸,4,0,red6****
독감도 해마다 다른데 주사 믿고 변이 퍼지면 재앙이지,4,0,kang****
또 들어온다 중국인 코로나 바이러스 안막는 문재인,4,0,alan****
인도나중국이나 도찐개찐 인구줄이기 프로잭트냐??,4,0,jjki****
"지들이 장악한 WHO를 통해서 펜데믹 늦게 선언하게 하여 작년설날때 중국인관광객들 전세계로 돌아다니게 만들어 우한코로나 다 퍼뜨려놓고, 시진핑과 중국공산당은 사과나 반성도 없고, 정말 중국은 쓰레기공산독재국가가 맞음. 이런 나라가 파워가 커지니, 세상은 더더욱 어지러워질듯.",5,2,kkhh****
아..중국인진짜!제주도오지마 진짜싫어,3,0,ckst****
뭐 다른 문제에서 중국이 뭐라뭐라 발언하는거에 대해서 너네가 할 말 아니다 이러는 건 인정하는데 위안부는 우리나라 뿐 아니라 중국 역시 겪은 피해인데 역사에대해 알지도 못하고 중국 빠지라는 건 자신의 무지를 티내는 건가?,311,28,yhk1****
갑자기 중국 이미지세탁하는 냄새의 기사가 왜케올라오지 지금시점에선 중국을 더 경계해야됨,142,40,kwon****
둘이 처싸워서 둘다 망해버려라. 지구와 인류가 살수있게,81,4,jong****
음 그래 이 말은 고마운데 음 너네가 음...,22,3,lsy2****
"6.25때 짱깨군 80만명이 뒤져가며 우리나라 통일을 막았던 넘들이고, 수십만의 우리나라 사람들을 죽였다. 조선시대때는 수시로 우리나라 쳐들어와서 많은 사람들을 죽였고 약탈해 갔으며, 수십만의 조선여자들을 데리고 가서 성노리개로 썼던 파렴치한 국가이다.",10,1,kw16****
중국 니네은 역사왜곡 이라 하고 한국 김치을 니네 김치라고 우기는중이자나 한국입장에서 중국 일본 둘다 나쁜나라다,5,0,lnc2****
중국 니들도 만만치 않다 ㅋㅋ 진짜 양 옆으로 개소리를 힘차게하네,8,4,styu****
중국은 니들 역사나 제대로 가르쳐라 ㅡ 대한민국 역사 도둑질 하지 말고,5,1,ppid****
동북공정하는 바퀴벌레들이 무슨ㅋㅋㅋ 우리에게 더 피해주고 더 싫은건 중공이야.,5,2,raem****
지금 중국발 미세먼지로 전국 대기질이 엉망인데 언론은 뭐하냐? 비까지와서 맞지 않도록 해야는데 참 한심하다,3,0,kaco****
일본이나 중국이나 역사왜곡은,3,0,khe2****
역사왜곡은 중국이 한수위지ㅋㅋ,3,0,kimp****
역사왜곡하면 중국아니냐? 아직까지 만리장성 쌓고 있는 주제에 말이 많네,2,0,ysch****
니들이나 잘하세요,3,2,hera****
"일본이 잘못한건 백번 맞지만, zzang꼴라들이 잘못한건 천번이 넘음",2,1,red6****
한국이 쿼터 가입 안한것을 이런식으로 보답하는 거냐? 그런데 니들도 지금 누구에세 손가락질 할 형편은 아니여. 남의 나라의 문화나 전통을 모조리 지들거라고 우기는 니들이 지금 일본을 손가락질 할 형편은 아니다. 그리고 친한척 하지마~!!! 문통이 니들이랑 친하지 우리 국민은 니들이랑 손절하고 싶은 마음이여. 그라고 제발 ~ 먹는 걸로 장난질 하지마라잉 ~!!!,2,1,kang****
니들이 왜미안해 니들이 누군지도몰라...,5348,19,alan****
저질 중국기사는 제발 올리지마라,2889,20,jjki****
중국 아이돌 스토리까지 알아야하냐 ㅋㅋ 중국 속국 맞네 ㅋㅋㅋㅋㅋ,896,65,kkhh****
이런기사가 왜 메인에 뜨는거지?,739,9,ckst****
느그나라 기사는 왜자꾸올라오냐...대한민국 문화속국이라 아랫나라 소식 자꾸 알려주는거냐?,267,12,yhk1****
알지도못하는 중국애들 살찐걸 어쩌라는거야? BTS하고 연관짓지마라.,89,0,kwon****
중국기사 금지법 발의좀,46,1,jong****
여기 중국아니에여. 중국기사관심없으니까 올리지마여,25,0,lsy2****
왜 방탄을 잡고 늘어져,23,0,kw16****
왜 이런 쓰레기같은 소재로 쓰레기같은 기사를 작성해서 방탄제목으로 낚시질하는게 메인에 걸려있는거냐? 기자는 조회수로 장사하는 기레기라고 치부하면 그만인데 이걸 메인에 걸어주는 네이버는 뭐하는 것들이냐? 기사의 저급성이나 정보전달 메세지등 최소한의 기준도 없이 그냥 조회수 빨아 광고수익 나오겠다 싶으면 메인에 걸어버리는 거야? 진짜 저급하다 이딴 회사 주식 들고 있는게 창피하다.,22,1,lnc2****
기자가 중국몽? 누굴 위한 기사임? 중국 노예 대깨들?,21,1,styu****
그냥 중국 프로그램 참가자 중국아이돌?같지않은..이야기에 방탄을 왜 갖다 붙여 이야기하는지?? 아~무 연관도 없구만? 방탄이 들어가면 조회수가 올라가서? ㅉㅉ,18,0,ppid****
하다하다.. 중국 돼지까지 기사로 봐야되냐? 중국놈들 기사는 쓰지좀마라.. 꼴 보기싫어..,17,0,raem****
아이돌이 아니고 아저씨돌인데...,16,0,kaco****
중국 기사 왜 자꾸 한국 포탈에 올라오죠? 그것도 쓰잘떼기 없는 기사...슬슬 무서워지려고 해요. 기자님들 지금 돈 몇푼에 동북공정에 동참하고 계신 거 아니죠? 나라 팔고 계신 거 아니죠??,16,1,khe2****
제목에 방탄 넣어서 조회수 올리려는 수작,12,0,kimp****
뚱뚱한게 문제가 아니라 중국인이라 싫다 중국아웃,11,0,ysch****
중국뉴스를 왜자꾸 올려요?,10,0,hera****
뜬금없이 방탄드립친거보니 언론플레이해서 뜨고싶다는거지 중국 좀스럽다 ㅋㅋㅋㅋ,10,0,jeal****
듣보잡 . 중국 애들 관심도 없다.. 언론사별로 중국기사 언급 하라고 할당했나 보네? 간간히 영양가 없는 중국 공산당 기사가 올라오는걸 보니?,10,0,band****
증국인도 입국 막아라 백신도 몇개없는 한국,108,2,jmw3****
바이러스덩어리 짱꼴라 못들어오게 막아라!,28,0,ray0****
아휴~~ 헝가리보다 못한 대한민국~ 이게 간첩수ㄲ가 대통이 되면 국민들이 겪어야 하는 현실이다.,19,9,ziyi****
미세먼지. 황사. 싸대가. 코로나까지 싸대고. 지덜은 유유자적 여행이라니???인도는 매일 1만명이상이 죽어나간다는데......근데 중국 백신이 왠지 코로나 해독제일것같지 않냐??실험실에서 나온거면. 백신도 만들어 놧거나. 음식중에 뭔가. 중국애들 자주 먹는 음식중에 해독제가 있을거같아. 서양애들이 안먹는....혹시 두부?????,8,0,alab****
백신무능정부 문정부,31,24,rkrl****
